Jogador,Diego López,Marc Roca,Sergi Darder,David López,Dídac Vilà,Bernardo Espinosa,Wu Lei,Jonathan Calleri,Víctor Sánchez,Leandro Cabrera,Adri Embarba,Javi López,Naldo,Victor Gomez,Óscar Melendo,Fernando Calero,Adrià Pedrosa,Raúl de Tomás,Matías Vargas,Víctor Campuzano,Facundo Ferreyra,Esteban Granero,Pipa,Lluis López,Sébastien Corchia,Ander Iturraspe,Nico Ribaudo,Oier Olazábal,Pol Lozano,Pablo Piatti,Kévin Soni,Andrés Prieto,Mohamed Ezzarfani
Diego López,0.9999999999999999,0.6455040774918394,0.6135492898766464,0.7374760449040944,0.7170634933797971,0.8456968997335363,0.601145284239075,0.5386883171802838,0.6651588233372036,0.8163151066250458,0.5802597000969888,0.7432925822452653,0.8097701120628699,0.7138754783049028,0.6007248174180283,0.806973555621093,0.693287362298389,0.5620595178644222,0.5816356682795392,0.5013197908414367,0.5460435018956511,0.6254527618983916,0.7521417123048892,0.7689819423830464,0.6693269451961257,0.7206869181345785,0.5658901395253039,0.9933546045232686,0.6849065851331992,0.4946431504591171,0.28585853428280444,0.7563004990888212,0.7328548659656853
Marc Roca,0.6455040774918394,1.0000000000000002,0.9862667706095719,0.9876880496528104,0.9866632649877983,0.9299380852955548,0.8971489107427829,0.8758298179199682,0.9950007166985941,0.9534091683584371,0.9065396945138819,0.9772716895899428,0.9530486288610581,0.9735017228441933,0.9787978653758348,0.9528121797155484,0.9803884301335484,0.9580555982576955,0.9201406727684736,0.9000613628256919,0.9173229230128752,0.9797100184020112,0.962217132543131,0.9695618014856695,0.9525045267395365,0.9924555435844038,0.9461830122144641,0.665572511151295,0.9929344882677416,0.8698915520446764,0.4618153874141294,0.9802904753435935,0.9839687477084991
Sergi Darder,0.6135492898766464,0.9862667706095719,1.0,0.9648947993952736,0.9852753422736978,0.901694990523107,0.9498679200329657,0.937367718782629,0.9949280968059627,0.9306790042982055,0.9597715888594559,0.976809529726245,0.9205051558716035,0.984707804338897,0.9975487399727697,0.9205912171814802,0.991528667634169,0.9882849691336812,0.9709974644220911,0.9550095450206865,0.9667870736260187,0.9988590216811383,0.9726510390847057,0.9421829519319979,0.9815050784039345,0.9712404308436908,0.98568538507308,0.6324660447797055,0.9698681254864133,0.9365425969426617,0.5875997170780949,0.9772510600931952,0.9849013336410309
David López,0.7374760449040944,0.9876880496528104,0.9648947993952736,1.0000000000000004,0.9906479950524035,0.9754168294344678,0.8805857731138778,0.8435603211810294,0.985718692819261,0.9865576718888016,0.8821608150296015,0.9890206534282572,0.9885436373559292,0.9777712529187322,0.9557311932328669,0.9881950017472971,0.9783662088302051,0.9273747135727077,0.8960626282854918,0.8588302763577293,0.8835378979156651,0.9607057944161231,0.9755067055130711,0.9943873885468509,0.9470700286899965,0.9969109259588921,0.9175208504771932,0.752657440463659,0.9964298544927168,0.8319476749592871,0.4338122289962572,0.9911048637575275,0.988648568398227
Dídac Vilà,0.7170634933797971,0.9866632649877983,0.9852753422736978,0.9906479950524035,0.9999999999999999,0.9609190650492878,0.9317166203262602,0.9040005458766949,0.9953314494229473,0.9787629035801939,0.9362695771214825,0.9980759277215168,0.9699999295226627,0.9953739868252154,0.9780705115033047,0.9692165342601189,0.9962224404224908,0.9607698910635857,0.9457858019683741,0.9132440986474812,0.9344193765623475,0.9850844782450124,0.9932363858061174,0.9786790807479753,0.9759508864774441,0.990516087449708,0.9564192700466362,0.7282904891819397,0.9862174959678874,0.8946142732371614,0.5367386924909737,0.9978903242976968,0.9978769455730532
Bernardo Espinosa,0.8456968997335363,0.9299380852955548,0.901694990523107,0.9754168294344678,0.9609190650492878,1.0000000000000002,0.8397106605497358,0.7854633766948544,0.936097825226857,0.9954207604241453,0.8309671696278655,0.9703973005864388,0.9957096011205994,0.950835621055175,0.8899689321529615,0.994556429319501,0.9426299912432542,0.8568698254870741,0.8417824548126565,0.7837156011714633,0.8173277553468519,0.9026790794940768,0.9630810390592109,0.9851576427979206,0.9097144447410821,0.9630589316088438,0.8507654055009055,0.8503520812666736,0.9573556615242403,0.7638901851956649,0.41018176225792413,0.9711041019275187,0.9599431874429903
Wu Lei,0.601145284239075,0.8971489107427829,0.9498679200329657,0.8805857731138778,0.9317166203262602,0.8397106605497358,1.0,0.9915979568307288,0.9302343136300919,0.8665107106921089,0.9878369832223871,0.927984809809888,0.8401687713133598,0.9463626841981682,0.9498484494187774,0.837940042787878,0.9546725897898912,0.9766854455197402,0.9891248940303894,0.984311002997341,0.9902098389783054,0.9600823563247706,0.9464794191153828,0.8549414220388069,0.962949059522982,0.8858101467353516,0.9757697549089215,0.6097759137203704,0.8761362343785666,0.9828099403973459,0.7924884207176591,0.9275126831171053,0.9348806217622917
Jonathan Calleri,0.5386883171802838,0.8758298179199682,0.937367718782629,0.8435603211810294,0.9040005458766949,0.7854633766948544,0.9915979568307288,1.0,0.908446813832014,0.8230653265208308,0.9880512647600636,0.8948084352924509,0.7882514135859657,0.9184327222368217,0.935711615482995,0.7846985982157187,0.9300044604964606,0.9713816813618936,0.9847055281854842,0.9930077355709986,0.9937333447112673,0.9474359841205003,0.9152666973958224,0.8065165401827569,0.9389318722562405,0.8572991026996858,0.9680064081923412,0.5432054876350129,0.8404526522194101,0.9863086508094366,0.8047547958061086,0.8956826113526827,0.9053850069961888
Víctor Sánchez,0.6651588233372036,0.9950007166985941,0.9949280968059627,0.985718692819261,0.9953314494229473,0.936097825226857,0.9302343136300919,0.908446813832014,0.9999999999999999,0.9588724886174271,0.9388233772745621,0.9894965558524323,0.9533181813765842,0.9898791479436675,0.9900457351451867,0.9533136651194971,0.9946227125266952,0.9730047033198318,0.9504213710014638,0.9261836260019168,0.9429094505973764,0.9925551897282018,0.9814376878242015,0.9691827020755717,0.9765256637660441,0.9888384159720627,0.9679272253687378,0.6831694948170524,0.9879565591925344,0.9048250765567533,0.5307753428245192,0.990277501033995,0.9942191335306595
Leandro Cabrera,0.8163151066250458,0.9534091683584371,0.9306790042982055,0.9865576718888016,0.9787629035801939,0.9954207604241453,0.8665107106921089,0.8230653265208308,0.9588724886174271,1.0,0.866419923328288,0.9840545011805433,0.994297676140352,0.9677052176364689,0.9172080172524034,0.9922916549234567,0.9624669245961668,0.889763537635531,0.8732942026927061,0.8243355241467367,0.8542819247809886,0.9307057358846276,0.9769408270643334,0.9870105870138114,0.928061369426973,0.9804897362631896,0.8810263394904714,0.8183991177375046,0.9707079765016063,0.7997103977084525,0.43118571210386397,0.9847104041586145,0.975335314136337
Adri Embarba,0.5802597000969888,0.9065396945138819,0.9597715888594559,0.8821608150296015,0.9362695771214825,0.8309671696278655,0.9878369832223871,0.9880512647600636,0.9388233772745621,0.866419923328288,0.9999999999999999,0.9318869495482672,0.8343394678264224,0.9506225993611512,0.9579825242389078,0.8323604634407136,0.9586459308540077,0.9781533797478095,0.9942194682974805,0.9889975267368888,0.9917065143994784,0.9678846925412508,0.9478930776173091,0.8508070198371752,0.965052470505664,0.8933338568798771,0.9801748340131238,0.5847110034817129,0.8790170592164978,0.9833287514917253,0.7455513044988206,0.9282029466413508,0.9358112077630918
Javi López,0.7432925822452653,0.9772716895899428,0.976809529726245,0.9890206534282572,0.9980759277215168,0.9703973005864388,0.927984809809888,0.8948084352924509,0.9894965558524323,0.9840545011805433,0.9318869495482672,1.0,0.9758605114461755,0.9963764360827315,0.9707524612458511,0.9755951845711575,0.9945872811663692,0.9498865496526323,0.9413950621229638,0.9016234945823245,0.9242431753401583,0.9781618132398106,0.996876086442217,0.9821616567264937,0.977366665666157,0.9856565305677136,0.9495550998721297,0.7539876499822971,0.9820493375647908,0.8870693809431014,0.5379124877455433,0.9983918230932965,0.9970779497264995
Naldo,0.8097701120628699,0.9530486288610581,0.9205051558716035,0.9885436373559292,0.9699999295226627,0.9957096011205994,0.8401687713133598,0.7882514135859657,0.9533181813765842,0.994297676140352,0.8343394678264224,0.9758605114461755,0.9999999999999996,0.956802759162273,0.9101049282362651,0.9996277446662901,0.9520414721608002,0.8745093805819513,0.8481816294151543,0.7959583870164749,0.8270409018702288,0.9183348756695661,0.9632111763499163,0.9954346303335516,0.9175961057147023,0.9780913337946696,0.8661343209946251,0.821332951733675,0.9772166955733773,0.7720233655812264,0.3881476810874424,0.9774216641177527,0.9691950282292169
Victor Gomez,0.7138754783049028,0.9735017228441933,0.984707804338897,0.9777712529187322,0.9953739868252154,0.950835621055175,0.9463626841981682,0.9184327222368217,0.9898791479436675,0.9677052176364689,0.9506225993611512,0.9963764360827315,0.956802759162273,1.0000000000000002,0.9825337405843692,0.9574384134404652,0.99745021404039,0.9630210695190932,0.9629838849753175,0.9238691932558819,0.9446858129130964,0.9877131000651153,0.9967921258042607,0.9690029221883896,0.9906186463165931,0.9747414892367849,0.9693714536139904,0.7270436781538429,0.9726721368599871,0.916578353885051,0.589951295366034,0.9939920441659676,0.9961306125379414
Óscar Melendo,0.6007248174180283,0.9787978653758348,0.9975487399727697,0.9557311932328669,0.9780705115033047,0.8899689321529615,0.9498484494187774,0.935711615482995,0.9900457351451867,0.9172080172524034,0.9579825242389078,0.9707524612458511,0.9101049282362651,0.9825337405843692,1.0000000000000002,0.9118162587781119,0.987881406471127,0.9863357109848071,0.9742313232416041,0.9541145721844183,0.9657962756869305,0.9974640164809658,0.9675374342847188,0.9364666025424608,0.9872867724826015,0.9593165966389838,0.9910117211152174,0.6256551230015109,0.9630674329194879,0.9434728043359396,0.6077194408578708,0.9704894099487208,0.9807724483683958
Fernando Calero,0.806973555621093,0.9528121797155484,0.9205912171814802,0.9881950017472971,0.9692165342601189,0.994556429319501,0.837940042787878,0.7846985982157187,0.9533136651194971,0.9922916549234567,0.8323604634407136,0.9755951845711575,0.9996277446662901,0.9574384134404652,0.9118162587781119,1.0,0.9518991435887983,0.8732608128507237,0.8481619590177636,0.7935610592200576,0.8249174874674768,0.9183329592166303,0.962569068090622,0.9967117347689896,0.9201169648462969,0.9764915356735585,0.8676048219510325,0.8208635551714472,0.9778496695502464,0.772435905187048,0.38770263163194046,0.9767167378473292,0.9693019250219316
Adrià Pedrosa,0.693287362298389,0.9803884301335484,0.991528667634169,0.9783662088302051,0.9962224404224908,0.9426299912432542,0.9546725897898912,0.9300044604964606,0.9946227125266952,0.9624669245961668,0.9586459308540077,0.9945872811663692,0.9520414721608002,0.99745021404039,0.987881406471127,0.9518991435887983,1.0,0.9765254223028562,0.9676214319150981,0.9394286670370555,0.9559827847269203,0.9932034663849421,0.9939147685554547,0.964520116472777,0.9888473388175589,0.9789607820708932,0.9755367941204847,0.7075058573040807,0.9756199942206859,0.9253952540656954,0.5918659365646113,0.9938028572655881,0.9966234795323597
Raúl de Tomás,0.5620595178644222,0.9580555982576955,0.9882849691336812,0.9273747135727077,0.9607698910635857,0.8568698254870741,0.9766854455197402,0.9713816813618936,0.9730047033198318,0.889763537635531,0.9781533797478095,0.9498865496526323,0.8745093805819513,0.9630210695190932,0.9863357109848071,0.8732608128507237,0.9765254223028562,1.0,0.9835074021191131,0.9854959809864593,0.9892017054014235,0.9896434042930303,0.9527568647798754,0.8967933704826717,0.9707318648810476,0.9377020638902982,0.990839784672085,0.579938353547215,0.9335958192745251,0.9669379867461149,0.672041686800526,0.9515762619281224,0.9613929468122351
Matías Vargas,0.5816356682795392,0.9201406727684736,0.9709974644220911,0.8960626282854918,0.9457858019683741,0.8417824548126565,0.9891248940303894,0.9847055281854842,0.9504213710014638,0.8732942026927061,0.9942194682974805,0.9413950621229638,0.8481816294151543,0.9629838849753175,0.9742313232416041,0.8481619590177636,0.9676214319150981,0.9835074021191131,0.9999999999999999,0.9860890932636438,0.9929023972074503,0.979019357118465,0.9551948235247631,0.870856514123788,0.9813717212587757,0.9019895564575883,0.993352411584309,0.5945154484962837,0.896037756615053,0.9879828733987482,0.7517514976902441,0.9381758299524674,0.9484865603946995
Víctor Campuzano,0.5013197908414367,0.9000613628256919,0.9550095450206865,0.8588302763577293,0.9132440986474812,0.7837156011714633,0.984311002997341,0.9930077355709986,0.9261836260019168,0.8243355241467367,0.9889975267368888,0.9016234945823245,0.7959583870164749,0.9238691932558819,0.9541145721844183,0.7935610592200576,0.9394286670370555,0.9854959809864593,0.9860890932636438,1.0,0.9963626233683347,0.9606875234368416,0.9151442109121498,0.8193766522864172,0.9446998800692131,0.8745439084733778,0.9793946144163533,0.5126323029026251,0.8630756135020072,0.9874190169973842,0.7589817406937156,0.9019516555642985,0.9139935197701211
Facundo Ferreyra,0.5460435018956511,0.9173229230128752,0.9667870736260187,0.8835378979156651,0.9344193765623475,0.8173277553468519,0.9902098389783054,0.9937333447112673,0.9429094505973764,0.8542819247809886,0.9917065143994784,0.9242431753401583,0.8270409018702288,0.9446858129130964,0.9657962756869305,0.8249174874674768,0.9559827847269203,0.9892017054014235,0.9929023972074503,0.9963626233683347,1.0,0.9728362831077771,0.937009579969773,0.8488542625640062,0.9607666865127923,0.8955390387428972,0.9865695892763885,0.5570819572114593,0.8853915348609258,0.989058211065806,0.7551923157192258,0.9245143948594705,0.9351463953784267
Esteban Granero,0.6254527618983916,0.9797100184020112,0.9988590216811383,0.9607057944161231,0.9850844782450124,0.9026790794940768,0.9600823563247706,0.9474359841205003,0.9925551897282018,0.9307057358846276,0.9678846925412508,0.9781618132398106,0.9183348756695661,0.9877131000651153,0.9974640164809658,0.9183329592166303,0.9932034663849421,0.9896434042930303,0.979019357118465,0.9606875234368416,0.9728362831077771,0.9999999999999997,0.9772669977197634,0.9392717276020982,0.987432767402596,0.9661695708951908,0.9898960999470544,0.6431368858752213,0.9636526640363543,0.9453688492798149,0.6157655334581313,0.9782199164936515,0.9857070298661187
Pipa,0.7521417123048892,0.962217132543131,0.9726510390847057,0.9755067055130711,0.9932363858061174,0.9630810390592109,0.9464794191153828,0.9152666973958224,0.9814376878242015,0.9769408270643334,0.9478930776173091,0.996876086442217,0.9632111763499163,0.9967921258042607,0.9675374342847188,0.962569068090622,0.9939147685554547,0.9527568647798754,0.9551948235247631,0.9151442109121498,0.937009579969773,0.9772669977197634,1.0000000000000002,0.9681815804426456,0.9829415529749819,0.9720860613275352,0.9554671203121262,0.7596225265818608,0.9650640653277726,0.9057423537460021,0.5917633814250862,0.99477754120784,0.993426403746102
Lluis López,0.7689819423830464,0.9695618014856695,0.9421829519319979,0.9943873885468509,0.9786790807479753,0.9851576427979206,0.8549414220388069,0.8065165401827569,0.9691827020755717,0.9870105870138114,0.8508070198371752,0.9821616567264937,0.9954346303335516,0.9690029221883896,0.9364666025424608,0.9967117347689896,0.964520116472777,0.8967933704826717,0.870856514123788,0.8193766522864172,0.8488542625640062,0.9392717276020982,0.9681815804426456,1.0,0.9382990891666302,0.9837519545053507,0.894422826520943,0.7879511300587303,0.9892323356706184,0.8004715535337454,0.41207415812966286,0.9830189303966065,0.9794561093443391
Sébastien Corchia,0.6693269451961257,0.9525045267395365,0.9815050784039345,0.9470700286899965,0.9759508864774441,0.9097144447410821,0.962949059522982,0.9389318722562405,0.9765256637660441,0.928061369426973,0.965052470505664,0.977366665666157,0.9175961057147023,0.9906186463165931,0.9872867724826015,0.9201169648462969,0.9888473388175589,0.9707318648810476,0.9813717212587757,0.9446998800692131,0.9607666865127923,0.987432767402596,0.9829415529749819,0.9382990891666302,1.0,0.9432647776089864,0.9868367762216208,0.6909449031088799,0.9460357994828803,0.948982450353883,0.663240501800785,0.9743654467507775,0.9821099061854407
Ander Iturraspe,0.7206869181345785,0.9924555435844038,0.9712404308436908,0.9969109259588921,0.990516087449708,0.9630589316088438,0.8858101467353516,0.8572991026996858,0.9888384159720627,0.9804897362631896,0.8933338568798771,0.9856565305677136,0.9780913337946696,0.9747414892367849,0.9593165966389838,0.9764915356735585,0.9789607820708932,0.9377020638902982,0.9019895564575883,0.8745439084733778,0.8955390387428972,0.9661695708951908,0.9720860613275352,0.9837519545053507,0.9432647776089864,1.0,0.922133508689778,0.7329401467199732,0.9934792262797031,0.8398150688750582,0.43086186884021593,0.989344407128579,0.987130084949817
Nico Ribaudo,0.5658901395253039,0.9461830122144641,0.98568538507308,0.9175208504771932,0.9564192700466362,0.8507654055009055,0.9757697549089215,0.9680064081923412,0.9679272253687378,0.8810263394904714,0.9801748340131238,0.9495550998721297,0.8661343209946251,0.9693714536139904,0.9910117211152174,0.8676048219510325,0.9755367941204847,0.990839784672085,0.993352411584309,0.9793946144163533,0.9865695892763885,0.9898960999470544,0.9554671203121262,0.894422826520943,0.9868367762216208,0.922133508689778,1.0000000000000002,0.5885477659798333,0.9239422003627179,0.9778888972230202,0.7031450362203431,0.9478716937282979,0.9604902393741787
Oier Olazábal,0.9933546045232686,0.665572511151295,0.6324660447797055,0.752657440463659,0.7282904891819397,0.8503520812666736,0.6097759137203704,0.5432054876350129,0.6831694948170524,0.8183991177375046,0.5847110034817129,0.7539876499822971,0.821332951733675,0.7270436781538429,0.6256551230015109,0.8208635551714472,0.7075058573040807,0.579938353547215,0.5945154484962837,0.5126323029026251,0.5570819572114593,0.6431368858752213,0.7596225265818608,0.7879511300587303,0.6909449031088799,0.7329401467199732,0.5885477659798333,0.9999999999999998,0.7058820432362238,0.5113959790528227,0.2925819678956662,0.7685174574034429,0.7492141617837713
Pol Lozano,0.6849065851331992,0.9929344882677416,0.9698681254864133,0.9964298544927168,0.9862174959678874,0.9573556615242403,0.8761362343785666,0.8404526522194101,0.9879565591925344,0.9707079765016063,0.8790170592164978,0.9820493375647908,0.9772166955733773,0.9726721368599871,0.9630674329194879,0.9778496695502464,0.9756199942206859,0.9335958192745251,0.896037756615053,0.8630756135020072,0.8853915348609258,0.9636526640363543,0.9650640653277726,0.9892323356706184,0.9460357994828803,0.9934792262797031,0.9239422003627179,0.7058820432362238,0.9999999999999999,0.8368114608151728,0.4269540329075262,0.9830474661606051,0.9836706150933717
Pablo Piatti,0.4946431504591171,0.8698915520446764,0.9365425969426617,0.8319476749592871,0.8946142732371614,0.7638901851956649,0.9828099403973459,0.9863086508094366,0.9048250765567533,0.7997103977084525,0.9833287514917253,0.8870693809431014,0.7720233655812264,0.916578353885051,0.9434728043359396,0.772435905187048,0.9253952540656954,0.9669379867461149,0.9879828733987482,0.9874190169973842,0.989058211065806,0.9453688492798149,0.9057423537460021,0.8004715535337454,0.948982450353883,0.8398150688750582,0.9778888972230202,0.5113959790528227,0.8368114608151728,0.9999999999999999,0.8169274066092492,0.8838081350984777,0.8988845210399966
Kévin Soni,0.28585853428280444,0.4618153874141294,0.5875997170780949,0.4338122289962572,0.5367386924909737,0.41018176225792413,0.7924884207176591,0.8047547958061086,0.5307753428245192,0.43118571210386397,0.7455513044988206,0.5379124877455433,0.3881476810874424,0.589951295366034,0.6077194408578708,0.38770263163194046,0.5918659365646113,0.672041686800526,0.7517514976902441,0.7589817406937156,0.7551923157192258,0.6157655334581313,0.5917633814250862,0.41207415812966286,0.663240501800785,0.43086186884021593,0.7031450362203431,0.2925819678956662,0.4269540329075262,0.8169274066092492,1.0000000000000002,0.5336204260046361,0.5515176089859756
Andrés Prieto,0.7563004990888212,0.9802904753435935,0.9772510600931952,0.9911048637575275,0.9978903242976968,0.9711041019275187,0.9275126831171053,0.8956826113526827,0.990277501033995,0.9847104041586145,0.9282029466413508,0.9983918230932965,0.9774216641177527,0.9939920441659676,0.9704894099487208,0.9767167378473292,0.9938028572655881,0.9515762619281224,0.9381758299524674,0.9019516555642985,0.9245143948594705,0.9782199164936515,0.99477754120784,0.9830189303966065,0.9743654467507775,0.989344407128579,0.9478716937282979,0.7685174574034429,0.9830474661606051,0.8838081350984777,0.5336204260046361,1.0,0.9986881205006045
Mohamed Ezzarfani,0.7328548659656853,0.9839687477084991,0.9849013336410309,0.988648568398227,0.9978769455730532,0.9599431874429903,0.9348806217622917,0.9053850069961888,0.9942191335306595,0.975335314136337,0.9358112077630918,0.9970779497264995,0.9691950282292169,0.9961306125379414,0.9807724483683958,0.9693019250219316,0.9966234795323597,0.9613929468122351,0.9484865603946995,0.9139935197701211,0.9351463953784267,0.9857070298661187,0.993426403746102,0.9794561093443391,0.9821099061854407,0.987130084949817,0.9604902393741787,0.7492141617837713,0.9836706150933717,0.8988845210399966,0.5515176089859756,0.9986881205006045,0.9999999999999998
