Jogador,Carlos Neva,Ignasi Miquel,Gerard Gumbau,Lucas Boyé,Sergio Ruiz,Myrto Uzuni,Ricard Sánchez,Gonzalo Villar,Bryan Zaragoza,Miguel Ángel Rubio,Augusto Batalla,Bruno Méndez,Óscar Melendo,André Ferreira,Raúl Torrente,Facundo Pellistri,José Callejón,Kamil Jóźwiak,Antonio Puertas,Martin Hongla,Kamil Piątkowski,Álvaro Carreras,Raúl Fernández,Matias Arezo,Marc Martínez,Wilson Manafá,Faitout Maouassa,Theo Corbeanu,Víctor Díaz,Sergio Rodelas,Jesús Vallejo,Samu Omorodion,Njegoš Petrović,Famara Diedhiou,Shon Weissman,Brau,Adri Bosch,Pablo Saenz,Alberto Soro,Alberto Perea,Fran Árbol,Eghosa Bello
Kamil Piątkowski,0.9709200982429046,0.9986926878856864,0.9156591241604818,0.8119273974704805,0.9441384148866335,0.8028348480581774,0.9366360522947746,0.9274822816365331,0.7530934088325203,0.9977331083300132,0.8812181918397718,0.9773734714905874,0.873664489507244,0.8687447792271052,0.9985874512387007,0.7958999565808565,0.9119361533615465,0.8772404948358934,0.828212489828924,0.9534832247915745,0.9999999999999999,0.9274241977498943,0.8779666776518843,0.8262958721200728,0.8850330467065187,0.9691029549903771,0.896831187415994,0.8484712168795442,0.9903842889244677,0.8486623864305514,0.9755874948722902,0.7390456924093126,0.9000208826428545,0.7134970562995608,0.7102712213433017,0.9033593297967323,0.9932742248251015,0.920712345846889,0.6480084163510187,0.8380503798066697,0.9701543444697807,0.9441223814641508
Álvaro Carreras,0.9825162822360611,0.9343534125608289,0.9841301487462963,0.9618037738544413,0.9763331528617036,0.9580522312324083,0.9981984575730334,0.9837841585505583,0.9356315303396932,0.9353560998101456,0.7243466365287824,0.972133259017731,0.9713585136623085,0.7082140450022973,0.9239067403524727,0.9545717552379047,0.9975436916156959,0.9925077392077253,0.9756974178362209,0.969313962049943,0.9274241977498943,1.0,0.7166345866139459,0.9659921873668329,0.7276133002925605,0.9865443875096023,0.9876501175674375,0.9799176038688031,0.9208549983788327,0.9776309392012575,0.9561732816809634,0.9222576888097773,0.9892331726477689,0.9002174854206477,0.9101911437977949,0.9794222519156308,0.9330621544364915,0.9579814076000088,0.8504127600633207,0.9676457914328866,0.9873449956456514,0.9952413017154084
Raúl Fernández,0.7764542242825714,0.8680255069361653,0.6747550927151511,0.5696646836844891,0.7132205262804843,0.5693646818647096,0.738848004332511,0.6873693699369602,0.5388902420034817,0.8617842995400389,0.9998149618089168,0.7951907565829763,0.6043814362192909,0.9985253294595765,0.8757391888580713,0.5902840000150936,0.6925073448638801,0.6525070796186181,0.5921114992194783,0.7318548793290252,0.8779666776518843,0.7166345866139459,1.0,0.5751920036592449,0.9978641669362924,0.7714927383228204,0.7165769618792862,0.6215168122192922,0.860047230661586,0.6236903852648259,0.7778131751642067,0.46391742151276827,0.6589804097878642,0.5472160133941556,0.46280851169639486,0.7579978783791936,0.8398370538940091,0.7776258032541045,0.45421812693200825,0.6151254893618417,0.7963045068602849,0.7436379116174486
Matias Arezo,0.9249230386285942,0.8394084668024767,0.9675141751470464,0.9944444534017213,0.9443239100364532,0.9775619163647232,0.9547427878819662,0.9609118253388108,0.9554114765994979,0.8455545838715185,0.5859992530715104,0.9174162982414149,0.9770250000228191,0.5683755610207613,0.8227582169016755,0.9527416001692344,0.968305558770491,0.9844320654830296,0.983159540440557,0.9273239719587499,0.8262958721200728,0.9659921873668329,0.5751920036592449,1.0,0.5895547997569572,0.9251624436099264,0.9538754096929553,0.9883773535923739,0.8327943284374304,0.9642013043772855,0.8890993336792299,0.9834790698913076,0.978853242892682,0.9239467094455546,0.9662003558881059,0.9381038780062736,0.8524148258405152,0.8915461757006844,0.8538229748947127,0.9366988582063156,0.9340162362361153,0.9549573333046874
Marc Martínez,0.786090749403312,0.8750882624494107,0.6880707511340939,0.5855502284556615,0.7290489653524055,0.5837965879346305,0.7489839547356667,0.7035416604247796,0.5454682304589407,0.8690178938006796,0.9983581450240477,0.8037499624345006,0.6228216835814692,0.9992558805371674,0.8810543695405667,0.5993205221603175,0.7051851299653936,0.6646509847479973,0.6044203647318618,0.7467099501591302,0.8850330467065187,0.7276133002925605,0.9978641669362924,0.5895547997569572,1.0,0.7800950718961154,0.7206038314406776,0.6309816251704309,0.8609488267482145,0.6358302121354625,0.7919840452331137,0.4807323450816001,0.676210372971541,0.5516976525279338,0.4806303672464285,0.7656496409029248,0.8478625871750356,0.7827467093612017,0.46813562905415496,0.628815705403073,0.8067207192550715,0.756712635228792
Wilson Manafá,0.9983010857356349,0.9748962121508545,0.9798560373431602,0.9111102618757914,0.9849377983381349,0.9029828476600462,0.990709349116273,0.9824894286461712,0.8705629536798143,0.9757221215982841,0.7774412103792271,0.9928213039912005,0.9557528403024683,0.7606568807888102,0.9691057517609778,0.8982486766206768,0.9803820765542264,0.9613043405901629,0.9282118022577444,0.986183885215796,0.9691029549903771,0.9865443875096023,0.7714927383228204,0.9251624436099264,0.7800950718961154,1.0000000000000002,0.9639140223821803,0.9407284145838213,0.9653346693933652,0.9349944593516759,0.9855460157650665,0.861289845313426,0.9721799539428827,0.8256335740305919,0.8354527528911092,0.9555259544636127,0.9742101227770932,0.950760997215595,0.7725064722420147,0.9299555839899434,0.9955427381845544,0.9919478769066702
Faitout Maouassa,0.9544661937991624,0.9019390351026693,0.9535457398948668,0.9550284448544784,0.9347351988134238,0.9607147542411606,0.9860173981219205,0.9470822616721368,0.9616648515642319,0.9016304028082961,0.7234404574494507,0.9422670316044339,0.9348180092245048,0.7051583532009607,0.8927632818542283,0.9747217054569364,0.9826983069736254,0.985683418769209,0.9776853111563524,0.9255459399451479,0.896831187415994,0.9876501175674375,0.7165769618792862,0.9538754096929553,0.7206038314406776,0.9639140223821803,1.0000000000000002,0.9833754981012229,0.8949963115768396,0.979999766523395,0.9097374459783959,0.9117104558293079,0.9624919857681772,0.9402590680795286,0.9154113162982382,0.9916933488867973,0.894788593980996,0.9667751598081082,0.8829793875268273,0.9627767443520399,0.9645335279147911,0.9727445890403097
Theo Corbeanu,0.9335945813662658,0.8571606144037304,0.9592797925751626,0.9897536677376859,0.9348402720104387,0.9837791546399189,0.9705548146943659,0.9520274705978969,0.977502353139226,0.8607624270786172,0.630398670455727,0.9228664067924858,0.9580056581543136,0.6119439947045145,0.8433398469107362,0.9795076086721836,0.9771560499343517,0.9919824882703399,0.993149874938664,0.9190878683792137,0.8484712168795442,0.9799176038688031,0.6215168122192922,0.9883773535923739,0.6309816251704309,0.9407284145838213,0.9833754981012229,1.0,0.8521743062034152,0.9835905343205751,0.8884129262189132,0.9619917058231222,0.9738395946768308,0.9523569597872519,0.9643209275475441,0.9690898705954794,0.86100015851554,0.9239164828360364,0.8888921530165945,0.956263184796983,0.9444039393794075,0.9614639264585637
Víctor Díaz,0.968528571056242,0.9923309036151107,0.9183336284352269,0.8107744274814739,0.9408562283848104,0.7935100685660809,0.9287616507557697,0.9236219493049295,0.7526203440754713,0.9936794039434732,0.8631557951110019,0.9802438497769282,0.8726559003146159,0.8451696326191691,0.9940139773687638,0.7850673821644846,0.9028141605444584,0.8727431147739061,0.822423553554855,0.9504769950056237,0.9903842889244677,0.9208549983788327,0.860047230661586,0.8327943284374304,0.8609488267482145,0.9653346693933652,0.8949963115768396,0.8521743062034152,1.0,0.8357609996018065,0.9670947762630799,0.7433088596637107,0.8923513785414443,0.7116137121921187,0.7036839494760802,0.8884795506315707,0.992545597195198,0.9021206941839411,0.6130797494713237,0.8192022890693461,0.9646512512301796,0.9350794191468114
Sergio Rodelas,0.9246245408268889,0.8547235579677052,0.9410430532019379,0.977548650982111,0.9208193924412859,0.9891124860868243,0.9689177710205783,0.9394748891271654,0.9785031004711731,0.8545543251074389,0.6320241238327043,0.9065136593392707,0.9391323042758581,0.6167261584485545,0.8400934513554955,0.9906202647057992,0.9776681957440744,0.987546161237933,0.9944394281016131,0.9049602865434693,0.8486623864305514,0.9776309392012575,0.6236903852648259,0.9642013043772855,0.6358302121354625,0.9349944593516759,0.979999766523395,0.9835905343205751,0.8357609996018065,1.0,0.8828934314232101,0.949477979053084,0.9618164622019522,0.9562121800367919,0.9589043202242603,0.9718832180396277,0.8476300530353524,0.9388042733177565,0.9263161027115245,0.9780101996133476,0.937295546213836,0.9575778561281776
Jesús Vallejo,0.9912438367037768,0.9825381004369267,0.9695827411272256,0.8674316848333642,0.9885820762791216,0.8493403184407703,0.962616932075104,0.9784946048828949,0.7932045658901862,0.9841069874967914,0.7841765121199307,0.9902336825454691,0.9474844746770054,0.7708291961873245,0.9769758945186834,0.8281346905253342,0.952394390147124,0.9223293645573736,0.8760360500126727,0.9942209802727755,0.9755874948722902,0.9561732816809634,0.7778131751642067,0.8890993336792299,0.7919840452331137,0.9855460157650665,0.9097374459783959,0.8884129262189132,0.9670947762630799,0.8828934314232101,1.0000000000000002,0.8202599495411044,0.954875176239035,0.7378127198999309,0.7746271095638726,0.9051870714471529,0.9866798926274474,0.9107586283440717,0.6874482874820712,0.8877132759465737,0.9839691898062143,0.9758344065053668
Samu Omorodion,0.8605820946471747,0.754989835884343,0.9227377860959883,0.9852791629034877,0.8909530781615352,0.9781502225175415,0.9063656454351221,0.9150638918850693,0.9546813444033363,0.7612392989154665,0.4760374527653172,0.8480696330909667,0.9456116495342906,0.4590277022691457,0.7343058432804132,0.9443339896652597,0.9310354228028269,0.9567366229038334,0.9713733194957124,0.8680788298793104,0.7390456924093126,0.9222576888097773,0.46391742151276827,0.9834790698913076,0.4807323450816001,0.861289845313426,0.9117104558293079,0.9619917058231222,0.7433088596637107,0.949477979053084,0.8202599495411044,1.0000000000000002,0.9407868629017082,0.928307880717637,0.9769596779623625,0.8942895369480724,0.7674353752692952,0.8412287046433881,0.8746408358198857,0.9166446403263938,0.8726453573701857,0.9055638625095265
Njegoš Petrović,0.9731814913440543,0.910462637253752,0.9936937863607662,0.9686529689978008,0.9854842383908283,0.9527453981337698,0.9855792548757009,0.9939716408310401,0.9192952518968428,0.9137856261722999,0.6686236561457853,0.962851425900598,0.9938835220894768,0.6541806236794966,0.8967453772734048,0.9344812798449473,0.9923731160513631,0.988794241866682,0.9698613163494558,0.9766614186850757,0.9000208826428545,0.9892331726477689,0.6589804097878642,0.978853242892682,0.676210372971541,0.9721799539428827,0.9624919857681772,0.9738395946768308,0.8923513785414443,0.9618164622019522,0.954875176239035,0.9407868629017082,1.0,0.8748688153712509,0.919259392245418,0.9530015404413703,0.918773579512941,0.926518669947406,0.8284470200615943,0.9580366402495946,0.975360895707022,0.9902665667509998
Famara Diedhiou,0.8108210937773375,0.7202689344567615,0.8430990263243041,0.9471151605677526,0.7991726411065054,0.9667546901603823,0.8879243856581359,0.8298250835873183,0.9911776907168814,0.7204115776741726,0.5559565027331859,0.7920256184606042,0.8443202156461721,0.5396703823698977,0.7041075500525183,0.9832334565379436,0.899764528611567,0.9332050110566352,0.9620361370731882,0.7754591887092492,0.7134970562995608,0.9002174854206477,0.5472160133941556,0.9239467094455546,0.5516976525279338,0.8256335740305919,0.9402590680795286,0.9523569597872519,0.7116137121921187,0.9562121800367919,0.7378127198999309,0.928307880717637,0.8748688153712509,1.0000000000000002,0.9611209066892501,0.9341910936063368,0.7081391199655406,0.8717564843669049,0.9486505931994196,0.9179411906944489,0.8375819651261401,0.8640688573834796
Shon Weissman,0.8271767393646168,0.720211232290218,0.883982627074439,0.9840695688089004,0.8486851789280585,0.9823878311143103,0.8913948996706726,0.8779936599604554,0.9745842868852733,0.72500514236651,0.4739764915231719,0.8107711768762493,0.9076248384303857,0.46043885074879487,0.6985338729890737,0.9659070827913534,0.9137229057706605,0.9472120530126558,0.973215040118013,0.8217431285463948,0.7102712213433017,0.9101911437977949,0.46280851169639486,0.9662003558881059,0.4806303672464285,0.8354527528911092,0.9154113162982382,0.9643209275475441,0.7036839494760802,0.9589043202242603,0.7746271095638726,0.9769596779623625,0.919259392245418,0.9611209066892501,1.0,0.9061706365196978,0.7259142972497283,0.838657129244818,0.9217458351494648,0.9180537797291162,0.847444702078479,0.881882055890659
Brau,0.9460045340217954,0.9047645573572487,0.9362885541171432,0.9444095465935562,0.9242685011710867,0.9556824819846984,0.979869429237356,0.9350708980045831,0.9473165021683524,0.9031428464419207,0.7646719566335597,0.9343750976100007,0.9177277858816241,0.7515216049733008,0.8949945371414855,0.9680619696062025,0.9736690265078837,0.9741471248064297,0.965915194504839,0.9155565867380795,0.9033593297967323,0.9794222519156308,0.7579978783791936,0.9381038780062736,0.7656496409029248,0.9555259544636127,0.9916933488867973,0.9690898705954794,0.8884795506315707,0.9718832180396277,0.9051870714471529,0.8942895369480724,0.9530015404413703,0.9341910936063368,0.9061706365196978,1.0,0.8930520346292199,0.9765414265326062,0.8928660402432333,0.9491661382310873,0.9621742224216313,0.9682413198746095
Adri Bosch,0.9799280158377295,0.9958258264104931,0.9392347483593185,0.8302294295082191,0.9647119682644919,0.8094014481414716,0.9401115737173317,0.948352672920824,0.756013749793113,0.9975016852658577,0.844330263868822,0.9889588774586631,0.9033922352924839,0.8295691291900266,0.9943868375618096,0.7914593930767827,0.9198368069373737,0.8877397288615843,0.8365728560415642,0.9729073163058289,0.9932742248251015,0.9330621544364915,0.8398370538940091,0.8524148258405152,0.8478625871750356,0.9742101227770932,0.894788593980996,0.86100015851554,0.992545597195198,0.8476300530353524,0.9866798926274474,0.7674353752692952,0.918773579512941,0.7081391199655406,0.7259142972497283,0.8930520346292199,1.0,0.9073175072330739,0.6274927427500118,0.8375256863895693,0.9752774438871588,0.9519567444840229
Pablo Saenz,0.9415129662340614,0.918428840433349,0.9178251970703426,0.8925867989555832,0.9153499992726224,0.9086604275162323,0.9617348214334936,0.9197587008335184,0.8929882800423992,0.9145433445998031,0.7830501385129764,0.9323255433807255,0.8901577072595822,0.7692725415696045,0.912022712681082,0.9235960696781532,0.9519477242926251,0.9413397327835625,0.923190150370318,0.9103476925100025,0.920712345846889,0.9579814076000088,0.7776258032541045,0.8915461757006844,0.7827467093612017,0.950760997215595,0.9667751598081082,0.9239164828360364,0.9021206941839411,0.9388042733177565,0.9107586283440717,0.8412287046433881,0.926518669947406,0.8717564843669049,0.838657129244818,0.9765414265326062,0.9073175072330739,1.0,0.8375298864396492,0.918824289588161,0.9525341474822928,0.9522677948866338
Alberto Soro,0.749408606195779,0.650939106597926,0.7787279942912155,0.8874788412635393,0.7401881082461217,0.932902994082417,0.8426504399329844,0.7750986486739432,0.9457880754565422,0.646879498859605,0.4620025381847917,0.7117345377274875,0.7936256490054819,0.4535456927493859,0.632396235379965,0.9555419203494734,0.858507054326108,0.8833425150780754,0.9209449883222587,0.7176387385424549,0.6480084163510187,0.8504127600633207,0.45421812693200825,0.8538229748947127,0.46813562905415496,0.7725064722420147,0.8829793875268273,0.8888921530165945,0.6130797494713237,0.9263161027115245,0.6874482874820712,0.8746408358198857,0.8284470200615943,0.9486505931994196,0.9217458351494648,0.8928660402432333,0.6274927427500118,0.8375298864396492,1.0,0.9014213146323033,0.7721250842991612,0.8155628616932561
Alberto Perea,0.9225496970223526,0.8478398492181631,0.9420922722049191,0.9435256028214966,0.9192744013793913,0.9522058623137164,0.9640975711095258,0.9384088641717583,0.9506527564726766,0.8453766135292788,0.6242734279159637,0.8959645786155879,0.9391372693917164,0.6105239675391297,0.8336229829914364,0.9668853307239064,0.9769101237360915,0.9773120242358444,0.9736585628446168,0.9073078118252557,0.8380503798066697,0.9676457914328866,0.6151254893618417,0.9366988582063156,0.628815705403073,0.9299555839899434,0.9627767443520399,0.956263184796983,0.8192022890693461,0.9780101996133476,0.8877132759465737,0.9166446403263938,0.9580366402495946,0.9179411906944489,0.9180537797291162,0.9491661382310873,0.8375256863895693,0.918824289588161,0.9014213146323033,1.0,0.928895509167936,0.9550863868336339
Fran Árbol,0.9968782687201023,0.976080709546733,0.9806674833800054,0.9222140310295487,0.9863562271540046,0.9112378949949583,0.9905934994495025,0.984037224705907,0.8751531738072819,0.9771685488362657,0.8031339689140934,0.9947025935817578,0.9577602256591705,0.7885093004094064,0.9689192185463894,0.9015227989771393,0.9814342880894609,0.965105108524465,0.932387768866556,0.9860811167332121,0.9701543444697807,0.9873449956456514,0.7963045068602849,0.9340162362361153,0.8067207192550715,0.9955427381845544,0.9645335279147911,0.9444039393794075,0.9646512512301796,0.937295546213836,0.9839691898062143,0.8726453573701857,0.975360895707022,0.8375819651261401,0.847444702078479,0.9621742224216313,0.9752774438871588,0.9525341474822928,0.7721250842991612,0.928895509167936,1.0,0.9947513279558675
Eghosa Bello,0.9921155637891456,0.9523040862214492,0.9900925367857546,0.9447761618350808,0.9885659615007378,0.9366260179323481,0.9971297791621714,0.991847469350002,0.9037601779939916,0.9533856910148685,0.7516069254674891,0.9834893976596902,0.9762834303085619,0.7372641320192717,0.9423748210209937,0.9270884231489093,0.9947985983574452,0.9827667927932514,0.9564717923183375,0.9852816631945178,0.9441223814641508,0.9952413017154084,0.7436379116174486,0.9549573333046874,0.756712635228792,0.9919478769066702,0.9727445890403097,0.9614639264585637,0.9350794191468114,0.9575778561281776,0.9758344065053668,0.9055638625095265,0.9902665667509998,0.8640688573834796,0.881882055890659,0.9682413198746095,0.9519567444840229,0.9522677948866338,0.8155628616932561,0.9550863868336339,0.9947513279558675,1.0
